words,turns,guesses
stoic,6,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gggbb'], [3, 'stork', 'gggbb'], [4, 'stoop', 'gggbb'], [5, 'stony', 'gggbb'], [6, 'stoic', 'ggggg']]"
trunk,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gbbbb'], [3, 'truck', 'gggbg'], [4, 'trunk', 'ggggg']]"
nerdy,6,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbby'], [3, 'merry', 'bggbg'], [4, 'perky', 'bggbg'], [5, 'derby', 'yggbg'], [6, 'nerdy', 'ggggg']]"
stoop,4,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'gggbb'], [3, 'stork', 'gggbb'], [4, 'stoop', 'ggggg']]"
shelf,3,"[[1, 'slate', 'gybby'], [2, 'shell', 'ggggb'], [3, 'shelf', 'ggggg']]"
porch,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'yyybb'], [3, 'micro', 'bbyyy'], [4, 'porch', 'ggggg']]"
bused,4,"[[1, 'slate', 'ybbby'], [2, 'riser', 'bbggb'], [3, 'nosey', 'bbggb'], [4, 'bused', 'ggggg']]"
flour,3,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'ggybb'], [3, 'flour', 'ggggg']]"
murky,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bybbg'], [3, 'furry', 'bggbg'], [4, 'murky', 'ggggg']]"
tiara,3,"[[1, 'slate', 'bbgyb'], [2, 'trait', 'gygyb'], [3, 'tiara', 'ggggg']]"
aloft,3,"[[1, 'slate', 'bgyyb'], [2, 'bloat', 'bggyg'], [3, 'aloft', 'ggggg']]"
rusty,5,"[[1, 'slate', 'ybbgb'], [2, 'gusty', 'bgggg'], [3, 'dusty', 'bgggg'], [4, 'musty', 'bgggg'], [5, 'rusty', 'ggggg']]"
spurn,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbbbb'], [3, 'spiny', 'ggbyb'], [4, 'spurn', 'ggggg']]"
stamp,7,"[[1, 'slate', 'gbgyb'], [2, 'start', 'gggbb'], [3, 'stank', 'gggbb'], [4, 'staid', 'gggbb'], [5, 'staff', 'gggbb'], [6, 'stash', 'gggbb'], [7, 'stamp', 'ggggg']]"
tenor,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'gggbb'], [3, 'tenor', 'ggggg']]"
tread,4,"[[1, 'slate', 'bbyyy'], [2, 'cater', 'byyyy'], [3, 'treat', 'ggggb'], [4, 'tread', 'ggggg']]"
chick,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gbbbb'], [3, 'chuck', 'ggbgg'], [4, 'chick', 'ggggg']]"
donor,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byyyb'], [3, 'donor', 'ggggg']]"
molar,3,"[[1, 'slate', 'byybb'], [2, 'canal', 'bbbgy'], [3, 'molar', 'ggggg']]"
stuck,4,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'ggbyb'], [3, 'stunk', 'gggbg'], [4, 'stuck', 'ggggg']]"
hovel,3,"[[1, 'slate', 'bybby'], [2, 'level', 'bbggg'], [3, 'hovel', 'ggggg']]"
women,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgb'], [3, 'boney', 'bgygb'], [4, 'women', 'ggggg']]"
krill,6,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbygb'], [3, 'chill', 'bbggg'], [4, 'drill', 'bgggg'], [5, 'frill', 'bgggg'], [6, 'krill', 'ggggg']]"
prawn,5,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bggbb'], [3, 'brain', 'bggbg'], [4, 'drawn', 'bgggg'], [5, 'prawn', 'ggggg']]"
enact,3,"[[1, 'slate', 'bbgyy'], [2, 'react', 'byggg'], [3, 'enact', 'ggggg']]"
basil,3,"[[1, 'slate', 'yyybb'], [2, 'basal', 'gggbg'], [3, 'basil', 'ggggg']]"
above,3,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'bybgg'], [3, 'above', 'ggggg']]"
fatal,2,"[[1, 'slate', 'byyyb'], [2, 'fatal', 'ggggg']]"
haven,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bgbgb'], [3, 'oaken', 'bgbgg'], [4, 'haven', 'ggggg']]"
hussy,4,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bbggg'], [3, 'fussy', 'bgggg'], [4, 'hussy', 'ggggg']]"
revel,4,"[[1, 'slate', 'bybby'], [2, 'level', 'bgggg'], [3, 'bevel', 'bgggg'], [4, 'revel', 'ggggg']]"
tryst,4,"[[1, 'slate', 'ybbyb'], [2, 'foist', 'bbbgg'], [3, 'trust', 'ggbgg'], [4, 'tryst', 'ggggg']]"
speck,4,"[[1, 'slate', 'gbbby'], [2, 'sheer', 'gbgbb'], [3, 'spend', 'gggbb'], [4, 'speck', 'ggggg']]"
liver,3,"[[1, 'slate', 'bybby'], [2, 'level', 'gbggb'], [3, 'liver', 'ggggg']]"
clean,2,"[[1, 'slate', 'bgyby'], [2, 'clean', 'ggggg']]"
blood,4,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'bgbbb'], [3, 'bloom', 'ggggb'], [4, 'blood', 'ggggg']]"
flick,4,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'ggbbg'], [3, 'flock', 'ggbgg'], [4, 'flick', 'ggggg']]"
moral,3,"[[1, 'slate', 'byybb'], [2, 'canal', 'bbbgg'], [3, 'moral', 'ggggg']]"
outer,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'ybbgb'], [3, 'otter', 'gbggg'], [4, 'outer', 'ggggg']]"
buddy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'ygbbg'], [4, 'buddy', 'ggggg']]"
icily,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbbgg'], [3, 'dryly', 'bbbgg'], [4, 'icily', 'ggggg']]"
golem,4,"[[1, 'slate', 'bybby'], [2, 'level', 'ybbgb'], [3, 'filer', 'bbggb'], [4, 'golem', 'ggggg']]"
fifty,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bgbgb'], [3, 'ditty', 'bgbgg'], [4, 'fifty', 'ggggg']]"
drawl,5,"[[1, 'slate', 'bygbb'], [2, 'frail', 'bggbg'], [3, 'crawl', 'bgggg'], [4, 'brawl', 'bgggg'], [5, 'drawl', 'ggggg']]"
buggy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'bgbbg'], [4, 'buggy', 'ggggg']]"
cavil,4,"[[1, 'slate', 'byybb'], [2, 'canal', 'ggbbg'], [3, 'carol', 'ggbbg'], [4, 'cavil', 'ggggg']]"
march,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'gggbb'], [3, 'march', 'ggggg']]"
cleft,3,"[[1, 'slate', 'bgbyy'], [2, 'fleet', 'yggbg'], [3, 'cleft', 'ggggg']]"
crown,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gggyb'], [3, 'crown', 'ggggg']]"
donut,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bbbbg'], [3, 'count', 'bgyyg'], [4, 'donut', 'ggggg']]"
gawky,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbg'], [3, 'candy', 'bgbbg'], [4, 'gawky', 'ggggg']]"
navel,4,"[[1, 'slate', 'byyby'], [2, 'legal', 'bybyg'], [3, 'panel', 'bgygg'], [4, 'navel', 'ggggg']]"
cycle,4,"[[1, 'slate', 'bybbg'], [2, 'belle', 'bbbgg'], [3, 'while', 'bbbgg'], [4, 'cycle', 'ggggg']]"
annoy,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bybbg'], [3, 'annoy', 'ggggg']]"
chasm,3,"[[1, 'slate', 'ybgbb'], [2, 'crash', 'gbggy'], [3, 'chasm', 'ggggg']]"
wacky,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbg'], [3, 'candy', 'ygbbg'], [4, 'wacky', 'ggggg']]"
peril,3,"[[1, 'slate', 'bybby'], [2, 'level', 'bgbbg'], [3, 'peril', 'ggggg']]"
weird,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbby'], [3, 'merry', 'bgbgb'], [4, 'weird', 'ggggg']]"
feral,5,"[[1, 'slate', 'byyby'], [2, 'legal', 'bgbgg'], [3, 'pedal', 'bgbgg'], [4, 'fecal', 'ggbgg'], [5, 'feral', 'ggggg']]"
woven,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbggb'], [3, 'coven', 'bgggg'], [4, 'woven', 'ggggg']]"
truth,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bbygg'], [3, 'froth', 'bgbgg'], [4, 'truth', 'ggggg']]"
skull,3,"[[1, 'slate', 'gybbb'], [2, 'spill', 'gbbgg'], [3, 'skull', 'ggggg']]"
rocky,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'yyybg'], [3, 'rocky', 'ggggg']]"
radar,3,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgyyb'], [3, 'radar', 'ggggg']]"
broom,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bggbb'], [3, 'brood', 'ggggb'], [4, 'broom', 'ggggg']]"
lefty,2,"[[1, 'slate', 'bybgy'], [2, 'lefty', 'ggggg']]"
never,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgggg'], [3, 'never', 'ggggg']]"
realm,4,"[[1, 'slate', 'bygby'], [2, 'leaky', 'yggbb'], [3, 'pearl', 'bggyy'], [4, 'realm', 'ggggg']]"
sixth,3,"[[1, 'slate', 'gbbgb'], [2, 'sooth', 'gbbgg'], [3, 'sixth', 'ggggg']]"
total,3,"[[1, 'slate', 'byyyb'], [2, 'fatal', 'bbggg'], [3, 'total', 'ggggg']]"
hazel,4,"[[1, 'slate', 'byyby'], [2, 'legal', 'bybyg'], [3, 'panel', 'bgbgg'], [4, 'hazel', 'ggggg']]"
cough,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gbybb'], [3, 'couch', 'gggbg'], [4, 'cough', 'ggggg']]"
lusty,2,"[[1, 'slate', 'yybgb'], [2, 'lusty', 'ggggg']]"
setup,3,"[[1, 'slate', 'gbbyy'], [2, 'sweet', 'gbyby'], [3, 'setup', 'ggggg']]"
windy,5,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbyg'], [3, 'pinky', 'bggbg'], [4, 'dingy', 'yggbg'], [5, 'windy', 'ggggg']]"
forth,3,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bbggg'], [3, 'forth', 'ggggg']]"
freak,5,"[[1, 'slate', 'bbyby'], [2, 'racer', 'yybyb'], [3, 'break', 'bgggg'], [4, 'wreak', 'bgggg'], [5, 'freak', 'ggggg']]"
usage,3,"[[1, 'slate', 'ybgbg'], [2, 'chase', 'bbgyg'], [3, 'usage', 'ggggg']]"
chord,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gygbb'], [3, 'chord', 'ggggg']]"
berth,3,"[[1, 'slate', 'bbbgy'], [2, 'petty', 'bgbgb'], [3, 'berth', 'ggggg']]"
slump,3,"[[1, 'slate', 'ggbbb'], [2, 'slunk', 'gggbb'], [3, 'slump', 'ggggg']]"
crimp,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'ggbbb'], [3, 'crimp', 'ggggg']]"
elect,3,"[[1, 'slate', 'bgbyy'], [2, 'fleet', 'bggbg'], [3, 'elect', 'ggggg']]"
botch,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ybbyb'], [3, 'butch', 'gbggg'], [4, 'botch', 'ggggg']]"
china,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bybbb'], [3, 'aping', 'ybggb'], [4, 'china', 'ggggg']]"
pulpy,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbgbg'], [3, 'bulky', 'bggbg'], [4, 'pulpy', 'ggggg']]"
think,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gybyb'], [3, 'think', 'ggggg']]"
level,2,"[[1, 'slate', 'bybby'], [2, 'level', 'ggggg']]"
lithe,3,"[[1, 'slate', 'bybyg'], [2, 'title', 'bggyg'], [3, 'lithe', 'ggggg']]"
proud,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bggbb'], [3, 'brood', 'bggbg'], [4, 'proud', 'ggggg']]"
adobe,4,"[[1, 'slate', 'bbybg'], [2, 'mauve', 'bybbg'], [3, 'abode', 'gygyg'], [4, 'adobe', 'ggggg']]"
crowd,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gggbb'], [3, 'crock', 'gggbb'], [4, 'crowd', 'ggggg']]"
colon,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bggbb'], [3, 'colon', 'ggggg']]"
pique,3,"[[1, 'slate', 'bbbbg'], [2, 'price', 'gbybg'], [3, 'pique', 'ggggg']]"
piggy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'bbbyg'], [4, 'piggy', 'ggggg']]"
mound,7,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbygb'], [3, 'pound', 'bgggg'], [4, 'bound', 'bgggg'], [5, 'found', 'bgggg'], [6, 'wound', 'bgggg'], [7, 'mound', 'ggggg']]"
fauna,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbb'], [3, 'canon', 'bgybb'], [4, 'fauna', 'ggggg']]"
chock,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gbgbb'], [3, 'chock', 'ggggg']]"
befit,4,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'bgbbg'], [3, 'debit', 'bgygg'], [4, 'befit', 'ggggg']]"
bravo,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bggbb'], [3, 'brain', 'gggbb'], [4, 'bravo', 'ggggg']]"
blend,3,"[[1, 'slate', 'bgbby'], [2, 'elder', 'ygybb'], [3, 'blend', 'ggggg']]"
baton,3,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'ygbyb'], [3, 'baton', 'ggggg']]"
feign,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'ggbbb'], [3, 'feign', 'ggggg']]"
blush,2,"[[1, 'slate', 'ygbbb'], [2, 'blush', 'ggggg']]"
cress,4,"[[1, 'slate', 'ybbby'], [2, 'riser', 'ybyyb'], [3, 'press', 'bgggg'], [4, 'cress', 'ggggg']]"
dowdy,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbybg'], [3, 'dowdy', 'ggggg']]"
round,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byygb'], [3, 'round', 'ggggg']]"
dozen,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgb'], [3, 'boney', 'bgygb'], [4, 'women', 'bgbgg'], [5, 'dozen', 'ggggg']]"
patch,3,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'ygbbb'], [3, 'patch', 'ggggg']]"
rearm,4,"[[1, 'slate', 'bbgby'], [2, 'beady', 'bggbb'], [3, 'reach', 'gggbb'], [4, 'rearm', 'ggggg']]"
troop,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gbbbb'], [3, 'truck', 'ggbbb'], [4, 'troop', 'ggggg']]"
older,3,"[[1, 'slate', 'bgbby'], [2, 'elder', 'bgggg'], [3, 'older', 'ggggg']]"
waxen,5,"[[1, 'slate', 'bbyby'], [2, 'racer', 'bgbgb'], [3, 'oaken', 'bgbgg'], [4, 'haven', 'bgbgg'], [5, 'waxen', 'ggggg']]"
tramp,4,"[[1, 'slate', 'bbgyb'], [2, 'trait', 'gggbb'], [3, 'track', 'gggbb'], [4, 'tramp', 'ggggg']]"
pithy,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ygbgb'], [3, 'pithy', 'ggggg']]"
croup,5,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gggbb'], [3, 'crock', 'gggbb'], [4, 'crowd', 'gggbb'], [5, 'croup', 'ggggg']]"
guild,3,"[[1, 'slate', 'bybbb'], [2, 'golly', 'gbbgb'], [3, 'guild', 'ggggg']]"
cream,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'yyyyb'], [3, 'creak', 'ggggb'], [4, 'cream', 'ggggg']]"
cabin,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbb'], [3, 'canon', 'ggbbg'], [4, 'cabin', 'ggggg']]"
bliss,3,"[[1, 'slate', 'ygbbb'], [2, 'blush', 'ggbgb'], [3, 'bliss', 'ggggg']]"
apple,4,"[[1, 'slate', 'byybg'], [2, 'cable', 'bybgg'], [3, 'ample', 'gbggg'], [4, 'apple', 'ggggg']]"
error,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bybbg'], [3, 'error', 'ggggg']]"
flock,3,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'ggbbg'], [3, 'flock', 'ggggg']]"
harsh,4,"[[1, 'slate', 'ybybb'], [2, 'gassy', 'bgbgb'], [3, 'marsh', 'bgggg'], [4, 'harsh', 'ggggg']]"
teeth,3,"[[1, 'slate', 'bbbgy'], [2, 'petty', 'bgygb'], [3, 'teeth', 'ggggg']]"
truck,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'gbbbb'], [3, 'truck', 'ggggg']]"
basin,3,"[[1, 'slate', 'ybybb'], [2, 'gassy', 'bggbb'], [3, 'basin', 'ggggg']]"
bench,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbbb'], [3, 'deign', 'bgbby'], [4, 'bench', 'ggggg']]"
happy,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgbbg'], [3, 'candy', 'bgbbg'], [4, 'gawky', 'bgbbg'], [5, 'happy', 'ggggg']]"
jerky,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbby'], [3, 'merry', 'bggbg'], [4, 'perky', 'bgggg'], [5, 'jerky', 'ggggg']]"
rowdy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybg'], [3, 'worry', 'ygybg'], [4, 'rowdy', 'ggggg']]"
pudgy,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbbbg'], [3, 'dumpy', 'ygbyg'], [4, 'pudgy', 'ggggg']]"
cloud,3,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'bgybb'], [3, 'cloud', 'ggggg']]"
charm,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'gygbb'], [3, 'chard', 'ggggb'], [4, 'charm', 'ggggg']]"
alarm,5,"[[1, 'slate', 'bggbb'], [2, 'clank', 'bggbb'], [3, 'plaid', 'bggbb'], [4, 'llama', 'bggyb'], [5, 'alarm', 'ggggg']]"
cigar,4,"[[1, 'slate', 'bbybb'], [2, 'marry', 'byybb'], [3, 'briar', 'bbygg'], [4, 'cigar', 'ggggg']]"
swoop,3,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbggb'], [3, 'swoop', 'ggggg']]"
penal,4,"[[1, 'slate', 'byyby'], [2, 'legal', 'bgbgg'], [3, 'pedal', 'ggbgg'], [4, 'penal', 'ggggg']]"
clerk,3,"[[1, 'slate', 'bgbby'], [2, 'elder', 'ygbby'], [3, 'clerk', 'ggggg']]"
pilot,4,"[[1, 'slate', 'bybyb'], [2, 'built', 'bbyyg'], [3, 'limit', 'ygbbg'], [4, 'pilot', 'ggggg']]"
swamp,3,"[[1, 'slate', 'gbgbb'], [2, 'shark', 'gbgbb'], [3, 'swamp', 'ggggg']]"
habit,3,"[[1, 'slate', 'bbyyb'], [2, 'taunt', 'bgbbg'], [3, 'habit', 'ggggg']]"
motor,3,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ybbbb'], [3, 'motor', 'ggggg']]"
joker,8,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgg'], [3, 'cider', 'bbbgg'], [4, 'power', 'bgbgg'], [5, 'roger', 'bgbgg'], [6, 'boxer', 'bgbgg'], [7, 'homer', 'bgbgg'], [8, 'joker', 'ggggg']]"
drawn,4,"[[1, 'slate', 'bbgbb'], [2, 'crack', 'bggbb'], [3, 'brain', 'bggbg'], [4, 'drawn', 'ggggg']]"
milky,4,"[[1, 'slate', 'bybbb'], [2, 'golly', 'bbgbg'], [3, 'bulky', 'bbggg'], [4, 'milky', 'ggggg']]"
their,3,"[[1, 'slate', 'bbbyy'], [2, 'tenet', 'gybbb'], [3, 'their', 'ggggg']]"
allot,3,"[[1, 'slate', 'bgyyb'], [2, 'bloat', 'bgyyg'], [3, 'allot', 'ggggg']]"
aptly,3,"[[1, 'slate', 'byyyb'], [2, 'fatal', 'bygby'], [3, 'aptly', 'ggggg']]"
brown,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bggyb'], [3, 'grown', 'bgggg'], [4, 'brown', 'ggggg']]"
hefty,4,"[[1, 'slate', 'bbbgy'], [2, 'petty', 'bgbgg'], [3, 'deity', 'bgbgg'], [4, 'hefty', 'ggggg']]"
novel,4,"[[1, 'slate', 'bybby'], [2, 'level', 'bbggg'], [3, 'hovel', 'bgggg'], [4, 'novel', 'ggggg']]"
ranch,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgybb'], [3, 'radar', 'ggbbb'], [4, 'rabbi', 'ggbbb'], [5, 'ranch', 'ggggg']]"
rotor,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'ybbbb'], [3, 'motor', 'bgggg'], [4, 'rotor', 'ggggg']]"
wring,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bgbgb'], [3, 'brink', 'bgggb'], [4, 'wring', 'ggggg']]"
scoop,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbggb'], [3, 'swoop', 'gbggg'], [4, 'scoop', 'ggggg']]"
perch,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbby'], [3, 'merry', 'bggbb'], [4, 'heron', 'yggbb'], [5, 'perch', 'ggggg']]"
drunk,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bgbgb'], [3, 'brink', 'bgbgg'], [4, 'drunk', 'ggggg']]"
leggy,4,"[[1, 'slate', 'bybby'], [2, 'level', 'ggbbb'], [3, 'lemur', 'ggbbb'], [4, 'leggy', 'ggggg']]"
nutty,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bbbgb'], [3, 'putty', 'bgggg'], [4, 'nutty', 'ggggg']]"
scamp,4,"[[1, 'slate', 'gbgbb'], [2, 'shark', 'gbgbb'], [3, 'swamp', 'gbggg'], [4, 'scamp', 'ggggg']]"
yearn,3,"[[1, 'slate', 'bbgby'], [2, 'beady', 'bggby'], [3, 'yearn', 'ggggg']]"
dread,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'yybyb'], [3, 'break', 'bgggb'], [4, 'dread', 'ggggg']]"
kitty,6,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'bgbgb'], [3, 'ditty', 'bgggg'], [4, 'bitty', 'bgggg'], [5, 'witty', 'bgggg'], [6, 'kitty', 'ggggg']]"
skunk,4,"[[1, 'slate', 'gbbbb'], [2, 'shook', 'gbbbg'], [3, 'spunk', 'gbggg'], [4, 'skunk', 'ggggg']]"
newer,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bgbgg'], [3, 'newer', 'ggggg']]"
risen,3,"[[1, 'slate', 'ybbby'], [2, 'riser', 'ggggb'], [3, 'risen', 'ggggg']]"
rodeo,4,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbbgy'], [3, 'dried', 'yybgb'], [4, 'rodeo', 'ggggg']]"
prowl,5,"[[1, 'slate', 'bybbb'], [2, 'golly', 'byybb'], [3, 'broil', 'bggbg'], [4, 'drool', 'bggbg'], [5, 'prowl', 'ggggg']]"
queen,5,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bybgb'], [3, 'boney', 'bbygb'], [4, 'kneed', 'byggb'], [5, 'queen', 'ggggg']]"
viper,3,"[[1, 'slate', 'bbbby'], [2, 'fever', 'bbygg'], [3, 'viper', 'ggggg']]"
mourn,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byyyb'], [3, 'donor', 'bgyby'], [4, 'mourn', 'ggggg']]"
gross,5,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bbygb'], [3, 'cross', 'bgggg'], [4, 'dross', 'bgggg'], [5, 'gross', 'ggggg']]"
favor,5,"[[1, 'slate', 'bbybb'], [2, 'marry', 'bgybb'], [3, 'radar', 'bgbbg'], [4, 'vapor', 'ygbgg'], [5, 'favor', 'ggggg']]"
bough,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'bbybb'], [3, 'buxom', 'gybyb'], [4, 'bough', 'ggggg']]"
doubt,4,"[[1, 'slate', 'bbbyb'], [2, 'tight', 'bbbbg'], [3, 'count', 'bggbg'], [4, 'doubt', 'ggggg']]"
knife,4,"[[1, 'slate', 'bbbbg'], [2, 'price', 'bbgbg'], [3, 'ovine', 'bbgyg'], [4, 'knife', 'ggggg']]"
koala,3,"[[1, 'slate', 'bygbb'], [2, 'frail', 'bbgby'], [3, 'koala', 'ggggg']]"
arena,4,"[[1, 'slate', 'bbyby'], [2, 'racer', 'yybyb'], [3, 'break', 'bggyb'], [4, 'arena', 'ggggg']]"
bushy,3,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bbgbg'], [3, 'bushy', 'ggggg']]"
flood,3,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'ggbbb'], [3, 'flood', 'ggggg']]"
honor,4,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byyyb'], [3, 'donor', 'bgggg'], [4, 'honor', 'ggggg']]"
newly,5,"[[1, 'slate', 'bybby'], [2, 'level', 'ygbbb'], [3, 'belly', 'bgbgg'], [4, 'reply', 'bgbgg'], [5, 'newly', 'ggggg']]"
scowl,3,"[[1, 'slate', 'gybbb'], [2, 'spill', 'gbbbg'], [3, 'scowl', 'ggggg']]"
stung,4,"[[1, 'slate', 'gbbyb'], [2, 'stout', 'ggbyb'], [3, 'stunk', 'ggggb'], [4, 'stung', 'ggggg']]"
quail,3,"[[1, 'slate', 'bygbb'], [2, 'frail', 'bbggg'], [3, 'quail', 'ggggg']]"
pixel,5,"[[1, 'slate', 'bybby'], [2, 'level', 'bbbgg'], [3, 'bowel', 'bbbgg'], [4, 'cruel', 'bbbgg'], [5, 'pixel', 'ggggg']]"
clamp,4,"[[1, 'slate', 'bggbb'], [2, 'clank', 'gggbb'], [3, 'claim', 'gggby'], [4, 'clamp', 'ggggg']]"
cinch,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'gbbyb'], [3, 'cinch', 'ggggg']]"
glass,4,"[[1, 'slate', 'yggbb'], [2, 'clash', 'bgggb'], [3, 'flask', 'bgggb'], [4, 'glass', 'ggggg']]"
birch,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'yybbb'], [3, 'birch', 'ggggg']]"
cluck,3,"[[1, 'slate', 'bgbbb'], [2, 'flunk', 'bggbg'], [3, 'cluck', 'ggggg']]"
dross,4,"[[1, 'slate', 'ybbbb'], [2, 'missy', 'bbygb'], [3, 'cross', 'bgggg'], [4, 'dross', 'ggggg']]"
furor,3,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybb'], [3, 'furor', 'ggggg']]"
gourd,5,"[[1, 'slate', 'bbbbb'], [2, 'crony', 'byybb'], [3, 'furor', 'byyyb'], [4, 'rough', 'yggyb'], [5, 'gourd', 'ggggg']]"
mouth,4,"[[1, 'slate', 'bbbgb'], [2, 'mirth', 'gbbgg'], [3, 'month', 'ggbgg'], [4, 'mouth', 'ggggg']]"
